yr;school_id;class_id;class_name;min_rank;max_rank
2025;2205408;3381;Промишлен дизайн - АЕ;285;390.5
2025;2209305;2909;Природни науки - ИЕ интензивно, НЕ или АЕ;283;368.5
2025;2223431;746;Икономическа информатика - АЕ;282.5;365
2025;2224047;3873;Предприемачески - НЕ разширено, АЕ;282;345.5
2025;2212096;903;Обществени науки - АЕ интензивно, ИЕ/РЕ;281.5;430
2025;2213081;4739;Хуманитарни науки - ЯЕ;280;344
2025;2213118;2943;Софтуерни и хардуерни науки - АЕ интензивно, ИЕ;279;408
2025;2207108;1852;Предприемачески - АЕ разширено, РЕ;278.75;382.75
2025;2213128;1670;Икономическо информационно осигуряване - АЕ;276;430.5
2025;2206410;4500;"Програмиране на изкуствен интелект - АЕ интензивно; втори ЧЕ - Китайски език";276;444.5
2025;2205408;3382;Индустриални отношения - АЕ;275.75;369
2025;2219044;1538;Софтуерни и хардуерни науки - НЕ интензивно, АЕ;275.5;352.5
2025;2213081;2566;Чужди езици - АЕ интензивно;275.5;389
2025;2204403;3251;Моден дизайн - АЕ;273.5;360.25
2025;2212303;2767;Чужди езици - АЕ интензивно, КитЕ/ГрЕ;269.5;380
2025;2212303;2778;Чужди езици - ФЕ интензивно, АЕ;267.5;402.5
2025;2213118;4462;Софтуерни и хардуерни науки - АЕ интензивно, НЕ;264;377
2025;2213039;1802;Софтуерни и хардуерни науки - АЕ интензивно, РЕ/ИЕ;260;386.5
2025;2205408;2840;Икономическо информационно осигуряване - АЕ;257;298
2025;2215170;2972;Компютърна графика- АЕ;256.5;409.25
2025;2216423;1285;Организация на хотелиерството - АЕ;254.5;404.5
2025;2206409;2367;Автомобилна мехатроника (дуална) - АЕ;254;396.5
2025;2214101;2889;Софтуерни и хардуерни науки - АЕ интензивно, НЕ;253;460.5
2025;2212097;2506;Софтуерни и хардуерни науки - АЕ разширено;252;440.25
2025;2206410;2769;"Системно програмиране - АЕ интензивно; - втори ЧЕ - Немски език";252;417
2025;2204311;4299;Хуманитарни науки - ИтЕ интензивно, РумЕ, БЕЛ, ИЦ;251.5;409.25
2025;2206410;2760;"Приложно програмиране - АЕ интензивно; втори ЧЕ - Немски език";250.5;471.5
2025;2223008;4284;Предприемачески - АЕ разширено, РЕ;248;332.5
2025;2203140;1904;Графичен дизайн;247.5;396
2025;2216423;1287;Екскурзоводско обслужване - АЕ;246.5;367
2025;2214054;4040;Икономическо развитие - АЕ интензивно, НЕ;246.25;390.75
2025;2205408;2842;Извършване на термални процедури - АЕ;245.5;384.75
2025;2202026;965;Софтуерни и хардуерни науки - АЕ интензивно, РЕ;245;436.5
2025;2212097;2512;Търговия (дуална) - АЕ разширено;244.5;410
2025;2212137;1834;Предприемачески - АЕ интензивно, НЕ;243.5;435
2025;2206410;2752;"Компютърни мрежи - АЕ - разширено; втори ЧЕ - Испански език";242.75;393.25
2025;2215170;3971;Организация на туризма и свободното време - АЕ;241;416.5
2025;2206409;2380;Ремонт на летателни апарати - АЕ;237.5;362.5
2025;2204311;2934;Чужди езици - РумЕ интензивно, АЕ;237.5;372
2025;2207108;5067;Сътрудник в малък и среден бизнес - АЕ разширено, НЕ;237.25;454.25
2025;2213010;3075;Природни науки - АЕ, ИЕ;237;347
2025;2217151;5108;Природни науки - АЕ;235;406.5
2025;2213039;4110;Предприемачески - АЕ интензивно, РЕ/ИЕ;233;427.5
2025;2216423;1281;Кетъринг - ИЕ;232.5;398.5
2025;2216423;1283;Производство и обслужване в заведенията за хранене и развлечения - ИтЕ;232.5;436.5
2025;2216423;1286;Организация на обслужването в хотелиерството - АЕ;231;392.5
2025;2214054;758;Софтуерни и хардуерни науки - АЕ интензивно, РЕ;224;363
2025;2220014;1312;Обществени науки - АЕ, РЕ;223.5;356
2025;2212040;508;Софтуерни и хардуерни науки - АЕ интензивно, РЕ;219;408.5
2025;2219095;2359;"Бизнес администрация - РЕ интензивно; АЕ";218.75;366.5
2025;2212040;3883;Компютърна графика - АЕ, РЕ;217;400
2025;2217088;1353;Чужди езици - АЕ интензивно;217;444
2025;2206410;5005;"Микропроцесорна техника АЕ - разширено; втори ЧЕ - Испански език";217;372
2025;2216423;1277;Кетъринг - РЕ;215;308.5
2025;2209132;424;Помощник-инструктор по спортно туристическа дейност - АЕ;213.5;431
2025;2204403;4827;Бутикови облекла;213.5;369.5
2025;2216423;1284;Производство и обслужване в заведенията за хранене и развлечения - НЕ;213;417
2025;2206409;2376;Автотранспортна техника (дуална) - АЕ;210.5;371
2025;2212137;1838;Хуманитарни науки - АЕ интензивно, НЕ;210;462
2025;2217424;3864;Програмиране на изкуствен интелект - АЕ;210;407
2025;2212096;4109;Софтуерни и хардуерни науки - АЕ интензивно, ИЕ/РЕ;208;445
2025;2213039;4447;Предприемачески - АЕ разширено, РЕ/ИЕ;207;351
2025;2207068;2629;Софтуерни и хардуерни науки - АЕ разширено;207;329
2025;2206410;2756;"Телекомуникационни системи - АЕ - разширено; втори ЧЕ - Руски език";204.75;337.5
2025;2217149;1060;Софтуерни и хардуерни науки - АЕ интензивно, НЕ;200.5;353.75
2025;2212096;4449;Обществени науки - ИЕ интензивно, АЕ/РЕ;197.5;447.75
2025;2212137;1844;Софтуерни и хардуерни науки - АЕ интензивно, НЕ;194;426
2025;2213131;3905;Бизнес администрация - АЕ, ИЕ;192;339.5
2025;2219095;4818;Екскурзоводско обслужване - АЕ интензивно, ИЕ;191;391.75
2025;2219095;3354;"Предприемачески - АЕ интензивно; РЕ";190.5;322
2025;2208135;2783;Социална работа с деца и семейства в риск - АЕ;181;422.5
2025;2206409;2352;Топлоенергетика (дуална) - АЕ;179;286.5
2025;2212056;3640;Електронна търговия - АЕ, НЕ;172;392.75
2025;2207412;4808;Митническа и данъчна администрация - АЕ, НЕ;171;295
2025;2212056;2200;Икономическо развитие - АЕ интензивно, ИЕ;169;331.75
2025;2217424;2133;Системно програмиране - АЕ;163;384
2025;2202401;909;Технологичен и микробиологичен контрол в химични производства - лаборант - АЕ;161;363
2025;2201078;4798;Софтуерни и хардуерни науки - АЕ интензивно, НЕ;158;396
2025;2206409;2378;Електрически превозни средства - АЕ;157;420
2025;2217088;1356;Туристическа анимация - АЕ интензивно;154;343.5
2025;2206409;2364;Автотранспортна техника - АЕ;152.5;281.5
2025;2213131;2449;Търговия на едро и дребно - АЕ;150;352.5
2025;2203140;1895;Български танци;148;443.5
2025;2202401;851;Екология и опазване на околната среда - АЕ;147;306
2025;2206411;3671;Производство на месо, месни продукти и риба - оператор;144.5;274.75
2025;2208028;372;Софтуерни и хардуерни науки - АЕ интензивно, ИЕ;141;373.5
2025;2216422;2177;Електрообзавеждане на производството - електромонтьор;141;364
2025;2206409;1911;Промишлена електроника;140.5;356
2025;2206411;452;Производство и преработка на мляко и млечни продукти - АЕ;139.5;244.25
2025;2207412;1656;Митническа и данъчна администрация - АЕ, ИЕ;139;284.25
2025;2213131;4460;Бизнес администрация - ИЕ, АЕ;138;330.5
2025;2208028;4126;Електронна търговия - АЕ интензивно, ИЕ;138;285
2025;2219095;2459;"Природни науки - АЕ интензивно; РЕ";135;379.25
2025;2218192;2952;Туристическа анимация;134.5;385.5
2025;2206409;2383;Експлоатация на автомобилния транспорт;133.5;299.5
2025;2208123;4004;Обществени науки;133;236
2025;2207068;4454;Софтуерни и хардуерни науки - АЕ интензивно;133;375
2025;2212097;3037;Търговия (дуална) - НЕ разширено;131.5;357.5
2025;2201400;362;Производство на кулинарни изделия и напитки - готвач;130;293.5
2025;2203074;1771;Софтуерни и хардуерни науки - АЕ интензивно;130;290
2025;2217424;2123;Компютърна техника и технологии - АЕ;129;372.5
2025;2207412;1665;Спедиция транспортна и складова логистика - АЕ, НЕ;125;236
2025;2213144;1142;Български танци - АЕ;124.6;401.05
2025;2206409;2357;Възобновяеми енергийни източници (дуална) - АЕ;121;423.5
2025;2221430;2187;Спедиция транспортна и складова логистика - АЕ (дневна);115.5;217.5
2025;2201400;344;Организация на хотелиерството - АЕ;115;322
2025;2221430;2178;Ремонт на летателни апарати - АЕ;114;273
2025;2217424;4333;Програмиране на роботи - АЕ;112.5;298
2025;2210162;4591;Изобразително изкуство;110;327.5
2025;2221094;2539;Логистика на товари и услуги - куриер;109;264
2025;2217066;3935;Бизнес администрация - АЕ интензивно;108;348.5
2025;2207412;1677;Автомобилна мехатроника - АЕ, НЕ;108;341
2025;2221430;2165;Автомобилна мехатроника - АЕ;101;378.5
2025;2221430;3500;Автотранспортна техника - техник АЕ;100;332
2025;2216422;2193;Промишлена електроника - АЕ;98;268
2025;2219130;4713;Помощник-възпитател;97;243
2025;2207068;3634;Природни науки - АЕ разширено;96;344
2025;2212079;4199;Софтуерни и хардуерни науки - АЕ интензивно, ИЕ;96;256.5
2025;2206409;2349;Подемно - транспортна техника, монтирана на пътни транспортни средства;96;188
2025;2217149;4456;Електронна търговия - АЕ интензивно, НЕ;94;423
2025;2221430;3934;Електрически превозни средства - техник АЕ;94;207
2025;2204403;4274;Организация и технология на козметичните услуги;91;307.5
2025;2212090;1384;Предприемачески - ИЕ, АЕ;90;354.5
2025;2212090;1390;Природни науки - АЕ, ИЕ;90;421
2025;2208017;2379;Туристическа анимация - АЕ;89;431.25
2025;2202401;2591;Осигуряване на продуктова информация - НЕ;89;305
2025;2204403;4507;Организация на туризма и свободното време - АЕ;89;275.75
2025;2207069;887;Икономическо развитие - АЕ, НЕ;88;264.5
2025;2217424;2115;Компютърни мрежи - АЕ;88;321
2025;2206409;2343;Електрообзавеждане на ел. превозни средства за гр. транспорт (дуална);88;293.5
2025;2210085;1929;Търговия на едро и дребно - АЕ, РЕ;86;277.25
2025;2203074;1777;Природни науки - АЕ интензивно;83;420.75
2025;2201400;358;Производство и обслужване в заведенията за хранене и развлечения - АЕ;82;329
2025;2217426;4731;Помощник - възпитател в отглеждането и възпитанието на деца;82;305.5
2025;2208413;547;Производство на хляб хлебни и сладкарски изделия - АЕ, НЕ;79;402.75
2025;2214015;4438;Митническо и данъчно обслужване;78;320
2025;2208413;563;Декорация на сладкарски изделия - АЕ;77;358.5
2025;2201078;463;Извършване на термални процедури - АЕ;74;348.5
2025;2221094;2535;Производство на облекло от текстил;72;208
2025;2221430;2212;Спедиция транспортна и складова логистика - АЕ (дуална);71;256
2025;2206409;2362;Топлотехника - отоплителна, климатична, вентилационна и хладилна (дуална) - АЕ;70;325.5
2025;2212027;2387;Софтуерни и хардуерни науки;68;296.5
2025;2217426;2903;Цветарство;64;136
2025;2219130;3506;Икономическо развитие - АЕ, НЕ;60;387.5
2025;2213144;1118;Музика - АЕ;59.5;434.75
2025;2204405;3562;Ръководител движение - АЕ;58;228
2025;2208123;631;Логистика на товари и услуги;54;150
2025;2204403;4825;Сценичен костюм;54;306.25
2025;2215172;2807;Производство на облекло от текстил;52;222
2025;2210162;2956;Предприемачески;52;200
2025;2202401;874;Технология на фармацевтичните и парфюмерийно-козметични продукти - АЕ;52;458
2025;2206113;1676;Продавач-консултант /АЕ/;48;182
2025;2204405;3558;Локомотиви и вагони (дуална) - РЕ;44;188
2025;2210117;975;Предприемачески;41;305
2025;2212079;4201;Софтуерни и хардуерни науки - АЕ разширено, ИЕ;41;250
2025;2214015;2582;Предприемачески - АЕ;36;266
2025;2206113;1648;Продавач-консултант /РЕ/;30;271
2025;2214015;3015;Митническо и данъчно обслужване - АЕ;30;291.5
